C,Si,Mn,P,S,Mo,Ni,Al,N,Nb,V,B,Ti,Cr,Ce,Cu,Ca,Zr,O,Temperature,Energy
0.092,0.31,1.39,0.011,0.002,0,0,0.04,0.0036,0.026,0,0,0,0,0,0.02,0,0,0,-90.61496753,54
0.1,0.3,1.46,0.014,0.003,0,0.7,0.026,0.005,0.026,0.05,0,0.001,0,0,0.3,0,0,0,-56.68039834,54
0.1,0.3,1.46,0.015,0.003,0,0.31,0.031,0.006,0.026,0.05,0,0.0005,0,0,0,0,0,0,-80.50524121,54
0.097,0.3,1.45,0.014,0.004,0,0.42,0.03,0.007,0.026,0.05,0,0.0005,0,0,0.31,0,0,0,-80.4412834,54
0.079,0.29,1.59,0.014,0.004,0,0.41,0.028,0.006,0.026,0.05,0,0.0005,0,0,0,0,0,0,-86.17723763,54
0.1,0.31,1.46,0.015,0.002,0.08,0.31,0.025,0.005,0.026,0.05,0,0.0005,0,0,0,0,0,0,-53.10423625,54
0.09,0.33,1.39,0.011,0.002,0,0,0.04,0.0049,0.026,0,0,0,0,0,0.02,0,0,0,-60,54
0.092,0.31,1.39,0.011,0.002,0,0,0.04,0.0036,0.026,0,0,0,0,0,0.02,0,0,0,-84,54
0.15,0.38,1.41,0.013,0.013,0.002,0.023,0.041,0.005,0.027,0.002,0.0003,0.002,0.023,0,0.013,0,0,0,-97.61601076,54
0.09,0.3,1.39,0.011,0.002,0,0,0.041,0.0061,0.027,0,0,0,0,0,0.02,0,0,0,-78.65892919,54
0.097,0.31,1.39,0.01,0.002,0,0,0.04,0.0054,0.027,0,0,0,0,0,0.26,0,0,0,-96.69178323,54
0.073,0.29,1.45,0.014,0.004,0,0.41,0.028,0.01,0.027,0.05,0,0.0005,0,0,0,0,0,0,-85.98764736,54
0.09,0.3,1.39,0.011,0.002,0,0,0.041,0.0061,0.027,0,0,0,0,0,0.02,0,0,0,-73,54
0.097,0.31,1.39,0.01,0.002,0,0,0.04,0.0054,0.027,0,0,0,0,0,0.26,0,0,0,-64,54
0.084,0.3,1.46,0.014,0.003,0,0.91,0.029,0.005,0.029,0,0,0.0005,0,0,0.3,0,0,0,-56.67186203,54
0.15,0.26,1.45,0.012,0.003,0.005,0.02,0.038,0.0059,0.03,0.005,0,0,0.02,0,0.02,0,0,0,-28.47179132,54
0.091,0.3,1.42,0.013,0.003,0,0.89,0.026,0.006,0.03,0,0,0.002,0,0,0.3,0,0,0,-69.39440814,54
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,-32,54
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,-88,54
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,-66,54
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,-56,54
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,-40,54
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,-82,54
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,-78,54
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,-56,54
0.15,0.26,1.45,0.012,0.003,0.005,0.02,0.038,0.0059,0.03,0.005,0,0,0.02,0,0.02,0,0,0,-25,54
0.1,0.36,1.36,0.011,0.003,0.002,0.019,0.036,0.004,0.031,0.002,0.0001,0.002,0.017,0,0.01,0,0,0,-85.60217917,54
0.1,0.27,1.45,0.011,0.004,0,0.016,0.025,0.0058,0.031,0.005,0,0,0,0,0.02,0,0,0,-84.66825784,54
0.094,0.28,1.37,0.015,0.003,0,0.85,0.028,0.004,0.031,0,0,0.011,0,0,0.28,0,0,0,-104.017756,54
0.098,0.45,1.56,0.014,0.002,0,0.31,0.031,0.008,0.031,0.09,0,0.011,0,0,0.3,0,0,0,-75.91311943,54
0.1,0.27,1.45,0.011,0.004,0,0.016,0.025,0.0058,0.031,0.005,0,0,0,0,0.02,0,0,0,-80,54
0.1,0.19,1.4,0.005,0.002,0.005,0.02,0.031,0.004,0.031,0.005,0,0,0.02,0,0.02,0,0,0,-64,54
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,-53,54
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,-87,54
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,5,54
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,-50,54
0.14,0.25,1.44,0.011,0.003,0,0.016,0.027,0.0049,0.032,0.005,0,0,0,0,0.02,0,0,0,-63.77076866,54
0.11,0.29,1.41,0.015,0.003,0,0.3,0.027,0.005,0.032,0.05,0,0.011,0,0,0,0,0,0,-87.50756355,54
0.099,0.45,1.56,0.016,0.002,0,0.31,0.03,0.007,0.032,0.09,0,0,0,0,0.3,0,0,0,-32.50824194,54
0.12,0.27,1.41,0.014,0.002,0,0.31,0.028,0.008,0.032,0.09,0,0.012,0,0,0,0,0,0,-68.51670481,54
0.14,0.25,1.44,0.011,0.003,0,0.016,0.027,0.0049,0.032,0.005,0,0,0,0,0.02,0,0,0,-85,54
0.18,0.49,1.58,0.012,0.002,0.005,0.02,0.06,0.0057,0.032,0,0,0,0.02,0,0.02,0,0,0,-36,54
0.18,0.47,1.57,0.013,0.002,0.005,0.02,0.071,0.0059,0.032,0,0,0,0.02,0,0.02,0,0,0,-30,54
0.16,0.36,1.16,0.014,0.01,0.002,0.02,0.032,0.008,0.042,0.002,0.0001,0.002,0.23,0,0.016,0,0,0,-75.30893347,54
0.076,0.3,1.47,0.014,0.004,0,0.42,0.03,0.006,0.045,0.05,0,0.0005,0,0,0,0,0,0,-93.639376,54
0.089,0.31,1.42,0.016,0.006,0,0.33,0.043,0.007,0.045,0.05,0,0.0005,0,0,0,0,0,0,-60.13941718,54
0.16,0.47,1.45,0.015,0.007,0.001,0.02,0.041,0.008,0.046,0.003,0.0002,0.011,0.017,0,0.012,0,0,0,-110.8863774,54
0.086,0.3,1.46,0.014,0.002,0,0.42,0.028,0.009,0.046,0.09,0,0,0,0,0,0,0,0,-79.22334831,54
0.081,0.41,1.41,0.015,0.002,0,0.5,0.034,0.005,0.016,0,0,0.022,0,0,0,0,0,0,-29,55
0.081,0.41,1.41,0.015,0.002,0,0.5,0.034,0.005,0.016,0,0,0.022,0,0,0,0,0,0,-92,55
0.081,0.41,1.41,0.015,0.002,0,0.5,0.034,0.005,0.016,0,0,0.022,0,0,0,0,0,0,-68,55
0.081,0.41,1.41,0.015,0.002,0,0.5,0.034,0.005,0.016,0,0,0.022,0,0,0,0,0,0,-90,55
0.1,0.44,1.42,0.015,0.004,0,0.5,0.033,0.0049,0.017,0,0,0.003,0,0,0,0,0,0,-63,55
0.097,0.43,1.43,0.015,0.001,0,0.5,0.036,0.0049,0.017,0,0,0.01,0,0,0,0,0,0,-34,55
0.097,0.43,1.43,0.015,0.001,0,0.5,0.036,0.0049,0.017,0,0,0.01,0,0,0,0,0,0,-101,55
0.1,0.44,1.42,0.015,0.004,0,0.5,0.033,0.0049,0.017,0,0,0.003,0,0,0,0,0,0,-100,55
0.097,0.43,1.43,0.015,0.001,0,0.5,0.036,0.0049,0.017,0,0,0.01,0,0,0,0,0,0,-58,55
0.097,0.43,1.43,0.015,0.001,0,0.5,0.036,0.0049,0.017,0,0,0.01,0,0,0,0,0,0,-98,55
0.105,0.36,1.45,0.012,0.0071,0.0025,0.019,0.028,0.0039,0.022,0.0025,0,0.015,0.032,0,0.01,0.00025,0,0,39,80
0.099,0.34,1.46,0.011,0.0081,0.0025,0.019,0.031,0.005,0.022,0.0025,0,0.018,0.024,0,0.01,0.00025,0,0,64,80
0.079,0.37,1.36,0.011,0.0032,0.005,0.03,0.033,0.00565,0.027,0.0025,0,0.012,0.04,0,0.12,0.0019,0,0,6,80
0.115,0.35,1.47,0.016,0.0066,0.0025,0.021,0.028,0.005,0.027,0.0025,0,0.023,0.027,0,0.01,0.00025,0,0,75,80
0.078,0.38,1.4,0.012,0.0034,0.005,0.05,0.037,0.0054,0.028,0.0025,0,0.017,0.05,0,0.08,0.0011,0,0,10,80
0.071,0.35,1.55,0.012,0.0004,0.0025,0.01,0.042,0.004,0.03,0.045,0,0.018,0.01,0,0.01,0.0011,0,0,15,80
0.063,0.12,1.42,0.009,0.0006,0.0025,0.27,0.027,0.0036,0.031,0.038,0,0.013,0.12,0,0.29,0.0018,0,0,-17,80
0.1,0.39,1.4,0.018,0.005,0.005,0.25,0.036,0.0049,0.032,0.0025,0,0.008,0.03,0,0.02,0.00025,0,0,-10,80
0.085,0.33,1.47,0.014,0.0006,0.005,0.04,0.047,0.0035,0.035,0.0025,0,0.019,0.03,0,0.07,0.0017,0,0,25,80
0.072,0.33,1.55,0.013,0.0006,0.008,0.24,0.038,0.0033,0.036,0.073,0,0.002,0.027,0,0.022,0.0016,0,0,-25,80
0.05,0.23,1.2,0.01,0.002,0.015,0.15,0.049,0.0046,0.037,0.075,0,0.01,0.03,0,0.02,0,0,0,-35,80
0.043,0.21,1.3,0.008,0.0003,0.098,0.28,0.029,0.0036,0.039,0.059,0,0.008,0.02,0,0.28,0.0016,0,0,-22,80
0.049,0.26,1.31,0.009,0.002,0.01,0.14,0.041,0.004,0.039,0.052,0,0.001,0.02,0,0.01,0.0008,0,0,-15,80
0.069,0.34,1.56,0.014,0.001,0.002,0.02,0.031,0.005,0.04,0.05,0,0.011,0.01,0,0.01,0,0,0,35,80
0.043,0.32,1.31,0.006,0.001,0.06,0.24,0.03,0.0043,0.04,0.0025,0,0.019,0.02,0,0.16,0.00025,0,0,-26,80
0.079,0.33,1.63,0.01,0.001,0.006,0.03,0.039,0.0058,0.041,0.07,0,0.002,0.02,0,0.01,0,0,0,0,80
0.064,0.32,1.51,0.007,0.001,0.005,0.021,0.031,0.0037,0.041,0.0025,0,0.016,0.024,0,0.073,0.0009,0,0,-41,80
0.039,0.31,1.4,0.008,0.0005,0.008,0.17,0.039,0.003,0.042,0.073,0,0.001,0.03,0,0.15,0,0,0,-20,80
0.078,0.35,1.6,0.014,0.001,0.003,0.01,0.027,0.005,0.042,0.049,0,0.011,0.02,0,0.01,0,0,0,40,80
0.077,0.31,1.61,0.01,0.001,0.009,0.03,0.042,0.0037,0.042,0.07,0,0.003,0.04,0,0.03,0,0,0,-5,80
0.038,0.32,1.3,0.008,0.001,0.05,0.22,0.034,0.004,0.042,0.0025,0,0.015,0.02,0,0.15,0.0007,0,0,-9,80
0.033,0.32,1.36,0.012,0.0005,0.0025,0.01,0.04,0.0034,0.042,0.006,0,0.015,0.17,0,0.01,0.001,0,0,-12,80
0.038,0.33,1.35,0.006,0.001,0.05,0.24,0.036,0.0039,0.043,0.0025,0,0.017,0.02,0,0.17,0.0008,0,0,-12,80
0.039,0.33,1.32,0.006,0.0003,0.056,0.24,0.03,0.0051,0.045,0.0025,0,0.015,0.01,0,0.19,0.00025,0,0,14,80
0.043,0.32,1.16,0.0075,0.0008,0.08,0.14,0.033,0.0036,0.046,0.046,0,0.01,0.03,0,0.21,0.0015,0,0,3,80
0.062,0.32,1.56,0.012,0.0011,0.065,0.22,0.031,0.0027,0.047,0.032,0,0.008,0.029,0,0.23,0.00025,0,0,-7,80
0.034,0.31,1.39,0.012,0.0006,0.008,0.03,0.04,0.003,0.049,0.047,0,0.002,0.03,0,0.014,0.0018,0,0,-30,80
0.03,0.3,1.38,0.01,0.0005,0.007,0.03,0.042,0.0042,0.05,0.0025,0,0.02,0.02,0,0.017,0.0016,0,0,20,80
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.007,0,0.1,0.0003,0,0.08,0,0.07,0,0,0,-20,72
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.007,0,0.1,0.0003,0,0.08,0,0.07,0,0,0,-20,23
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.02,0,0.1,0.0003,0,0.08,0,0.07,0,0,0,-20,43
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.02,0,0.1,0.0003,0,0.08,0,0.07,0,0,0,-20,36
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.02,0,0.1,0.0003,0,0.08,0,0.07,0,0,0,-20,68
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.02,0,0.1,0.0003,0,0.08,0,0.07,0,0,0,-20,20
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.02,0,0.1,0.0003,0,0.08,0,0.07,0,0,0,-20,35
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.02,0,0.1,0.0003,0,0.08,0,0.07,0,0,0,-20,27
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.02,0,0.1,0.0003,0,0.08,0,0.07,0,0,0,-20,37
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.017,0,0.1,0.0003,0.01,0.08,0,0.07,0,0,0,-20,68
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.017,0,0.1,0.0003,0.01,0.08,0,0.07,0,0,0,-20,71
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.017,0,0.1,0.0003,0.01,0.08,0,0.07,0,0,0,-20,43
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.017,0,0.1,0.0003,0.01,0.08,0,0.07,0,0,0,-20,45
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0,0.1,0.0003,0,0.08,0,0.07,0,0.008,0,-20,54
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0,0.1,0.0003,0,0.08,0,0.07,0,0.008,0,-20,46
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0,0.1,0.0003,0,0.08,0,0.07,0,0.008,0,-20,36
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0,0.1,0.0003,0,0.08,0,0.07,0,0.008,0,-20,59
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0,0.1,0.0003,0,0.08,0,0.07,0,0.008,0,-20,30
0.052,0.24,1.47,0.0068,0.0017,0.19,0.21,0.037,0.0062,0,0.026,0.0014,0.026,0.13,0,0,0,0,0,-20,6
0.068,0.37,1.4,0.014,0.005,0.02,0.07,0.025,0.02,0.003,0.1,0.0003,0.002,0.09,0,0.07,0,0,0.0096,-20,37
0.068,0.37,1.4,0.014,0.005,0.02,0.07,0.025,0.02,0.003,0.1,0.0003,0.002,0.09,0,0.07,0,0,0.0096,-20,20
0.068,0.37,1.4,0.014,0.005,0.02,0.07,0.025,0.02,0.003,0.1,0.0003,0.002,0.09,0,0.07,0,0,0.0096,-20,43
0.065,0.47,1.44,0.015,0.006,0.02,0.07,0.026,0.017,0.003,0.1,0.0003,0.009,0.09,0,0.07,0,0,0.0058,-20,45
0.065,0.47,1.44,0.015,0.006,0.02,0.07,0.026,0.017,0.003,0.1,0.0003,0.009,0.09,0,0.07,0,0,0.0058,-20,43
0.065,0.47,1.44,0.015,0.006,0.02,0.07,0.026,0.017,0.003,0.1,0.0003,0.009,0.09,0,0.07,0,0,0.0058,-20,68
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0,0.08,0,0.07,0,0,0,-20,52
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0,0.08,0,0.07,0,0,0,-20,45
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0,0.08,0,0.07,0,0,0,-20,39
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0.007,0.08,0,0.07,0,0,0,-20,76
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0.007,0.08,0,0.07,0,0,0,-20,63
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0.007,0.08,0,0.07,0,0,0,-20,43
0.061,0.48,1.48,0.015,0.005,0.02,0.09,0.035,0.011,0.03,0.11,0.0003,0.003,0.08,0,0.08,0,0,0.007,-20,39
0.061,0.48,1.48,0.015,0.005,0.02,0.09,0.035,0.011,0.03,0.11,0.0003,0.003,0.08,0,0.08,0,0,0.007,-20,45
0.061,0.48,1.48,0.015,0.005,0.02,0.09,0.035,0.011,0.03,0.11,0.0003,0.003,0.08,0,0.08,0,0,0.007,-20,52
0.056,0.51,1.45,0.016,0.005,0.02,0.09,0.022,0.011,0.031,0.11,0.0003,0.008,0.08,0,0.07,0,0,0,-20,43
0.056,0.51,1.45,0.016,0.005,0.02,0.09,0.022,0.011,0.031,0.11,0.0003,0.008,0.08,0,0.07,0,0,0,-20,63
0.056,0.51,1.45,0.016,0.005,0.02,0.09,0.022,0.011,0.031,0.11,0.0003,0.008,0.08,0,0.07,0,0,0,-20,76
0.207,0.22,1.28,0.001,0.006,0.52,0.61,0.015,0.005,0,0,0,0,0,0,0.03,0,0,0,-40,103
0.203,0.23,1.34,0.001,0.015,0.53,0.5,0.015,0.005,0,0,0,0,0,0,0.01,0,0,0,-40,49
0.2,0.22,1.29,0.001,0.027,0.51,0.62,0.03,0.005,0,0,0,0,0,0,0.04,0,0,0,-40,30
0.214,0.22,1.29,0.001,0.035,0.51,0.61,0.012,0.005,0,0,0,0,0,0,0.03,0,0,0,-40,31
0.27,0.35,1.4,0.012,0.009,0.02,0.08,0.025,0.016,0,0.2,0,0,0.22,0,0.09,0,0,0,-40,14.1
0.25,0.33,1.4,0.022,0.03,0.018,0.011,0,0,0,0,0,0,0.15,0,0,0,0,0,-40,25.6
0.25,0.33,1.4,0.022,0.03,0.018,0.011,0,0,0,0,0,0,0.15,0,0,0,0,0,-40,40.7
0.207,0.22,1.28,0.001,0.006,0.52,0.61,0.015,0.005,0,0,0,0,0,0,0.03,0,0,0,-60,69
0.203,0.23,1.34,0.001,0.015,0.53,0.5,0.015,0.005,0,0,0,0,0,0,0.01,0,0,0,-60,43
0.2,0.22,1.29,0.001,0.027,0.51,0.62,0.03,0.005,0,0,0,0,0,0,0.04,0,0,0,-60,23
0.214,0.22,1.29,0.001,0.035,0.51,0.61,0.012,0.005,0,0,0,0,0,0,0.03,0,0,0,-60,23
0.117,0.057,1.571,0.009,0.005,0.21,0.03,0.068,0.0046,0.05,0.06,0.002,0.003,0.5,0,0,0,0,0,20,70
0.117,0.057,1.571,0.009,0.005,0.21,0.03,0.068,0.0046,0.05,0.06,0.002,0.003,0.5,0,0,0,0,0,-40,25
0.117,0.057,1.571,0.009,0.005,0.21,0.03,0.068,0.0046,0.05,0.06,0.002,0.003,0.5,0,0,0,0,0,20,58
0.117,0.057,1.571,0.009,0.005,0.21,0.03,0.068,0.0046,0.05,0.06,0.002,0.003,0.5,0,0,0,0,0,-40,18
0.119,0.047,1.595,0.011,0.006,0.21,0.038,0.029,0.0055,0.05,0.06,0.002,0.028,0.5,0,0,0,0,0,20,84
0.119,0.047,1.595,0.011,0.006,0.21,0.038,0.029,0.0055,0.05,0.06,0.002,0.028,0.5,0,0,0,0,0,-40,20
0.119,0.047,1.595,0.011,0.006,0.21,0.038,0.029,0.0055,0.05,0.06,0.002,0.028,0.5,0,0,0,0,0,20,28
0.119,0.047,1.595,0.011,0.006,0.21,0.038,0.029,0.0055,0.05,0.06,0.002,0.028,0.5,0,0,0,0,0,-40,17
0.06,0.22,1.72,0.01,0.002,0.16,0.21,0.025,0.008,0.038,0.015,0,0.004,0.05,0,0.18,0,0,0,20,150
0.06,0.22,1.72,0.01,0.002,0.16,0.21,0.025,0.008,0.038,0.015,0,0.004,0.05,0,0.18,0,0,0,-80,108
0.06,0.2,1.75,0.01,0.006,0.3,0.9,0,0.007,0.045,0.05,0,0.02,0.3,0,0,0,0,0,20,142
0.06,0.2,1.75,0.01,0.006,0.3,0.9,0,0.007,0.045,0.05,0,0.02,0.3,0,0,0,0,0,-40,71
0.06,0.2,1.75,0.01,0.006,0.3,0.9,0,0.007,0.045,0.05,0,0.02,0.3,0,0,0,0,0,-60,43
0.03,0.48,1.46,0.01,0.006,0.19,0,0.19,0.003,0.04,0.05,0.002,0.04,0,0,0,0,0,0,20,46
0.03,0.48,1.46,0.01,0.006,0.19,0,0.19,0.003,0.04,0.05,0.002,0.04,0,0,0,0,0,0,0,20
0.03,0.48,1.46,0.01,0.006,0.19,0,0.19,0.003,0.04,0.05,0.002,0.04,0,0,0,0,0,0,-20,2
0.1,0.15,1.25,0.01,0.01,0,0,0.014,0.007,0.05,0,0,0.01,0,0,0,0,0,0,20,92
0.1,0.15,1.25,0.01,0.01,0,0,0.014,0.007,0.05,0,0,0.01,0,0,0,0,0,0,-80,50
0.08,0.3,1.2,0.01,0.007,0.5,3.6,0,0.007,0,0.02,0,0.02,0.3,0,1.8,0,0,0,-40,78
