C,Si,Mn,P,S,Mo,Ni,Al,N,Nb,V,B,Ti,Cr,Ce,Cu,Ca,Zr,O,UTS
0.16,0.27,1.26,0.016,0.008,0.003,0.02,0.01,0.0092,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0078,529
0.15,0.23,1.29,0.016,0.008,0.003,0.02,0.013,0.0094,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0061,527
0.16,0.24,1.3,0.016,0.008,0.003,0.02,0.013,0.0095,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0067,535
0.16,0.33,1.45,0.017,0.009,0.003,0.03,0.028,0.011,0.003,0.003,0,0.003,0.04,0,0.01,0,0,0.0047,550
0.16,0.33,1.45,0.017,0.009,0.003,0.03,0.03,0.011,0.003,0.003,0,0.003,0.04,0,0.01,0,0,0.0051,555
0.16,0.32,1.44,0.017,0.009,0.003,0.03,0.026,0.011,0.003,0.003,0,0.003,0.04,0,0.01,0,0,0.0054,565
0.16,0.27,1.26,0.016,0.008,0.003,0.02,0.01,0.0093,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0071,512
0.16,0.27,1.27,0.016,0.008,0.003,0.02,0.014,0.0094,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0096,513
0.16,0.27,1.26,0.016,0.008,0.003,0.02,0.01,0.0092,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0078,513
0.15,0.23,1.29,0.016,0.008,0.003,0.02,0.013,0.0094,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0061,511
0.16,0.24,1.3,0.016,0.008,0.003,0.02,0.013,0.0095,0.003,0.003,0,0.003,0.01,0,0.01,0,0,0.0067,516
0.16,0.33,1.45,0.017,0.009,0.003,0.03,0.028,0.011,0.003,0.003,0,0.003,0.04,0,0.01,0,0,0.0047,535
0.16,0.33,1.45,0.017,0.009,0.003,0.03,0.03,0.011,0.003,0.003,0,0.003,0.04,0,0.01,0,0,0.0051,534
0.16,0.32,1.44,0.017,0.009,0.003,0.03,0.026,0.011,0.003,0.003,0,0.003,0.04,0,0.01,0,0,0.0054,540
0.068,0.37,1.4,0.014,0.005,0.02,0.07,0.025,0.02,0.003,0.1,0.0003,0.002,0.09,0,0.07,0,0,0.0096,642
0.068,0.37,1.4,0.014,0.005,0.02,0.07,0.025,0.02,0.003,0.1,0.0003,0.002,0.09,0,0.07,0,0,0.0096,703
0.068,0.37,1.4,0.014,0.005,0.02,0.07,0.025,0.02,0.003,0.1,0.0003,0.002,0.09,0,0.07,0,0,0.0096,644
0.065,0.47,1.44,0.015,0.006,0.02,0.07,0.026,0.017,0.003,0.1,0.0003,0.009,0.09,0,0.07,0,0,0.0058,571
0.065,0.47,1.44,0.015,0.006,0.02,0.07,0.026,0.017,0.003,0.1,0.0003,0.009,0.09,0,0.07,0,0,0.0058,609
0.065,0.47,1.44,0.015,0.006,0.02,0.07,0.026,0.017,0.003,0.1,0.0003,0.009,0.09,0,0.07,0,0,0.0058,579
0.1,0.25,1.41,0.011,0.003,0,0.02,0.032,0.0055,0.005,0.029,0,0,0,0,0.02,0,0,0,464
0.1,0.26,1.45,0.011,0.003,0,0.016,0.025,0.0052,0.005,0.054,0,0,0,0,0.02,0,0,0,480
0.14,0.26,1.43,0.011,0.003,0,0.02,0.029,0.005,0.005,0.05,0,0,0,0,0.02,0,0,0,512
0.11,0.26,1.4,0.009,0.003,0,0.02,0.03,0.009,0.005,0.028,0,0,0,0,0.02,0,0,0,486
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.04,0.0051,0.005,0.026,0,0,0.02,0,0.02,0,0,0,521
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.038,0.0056,0.005,0.043,0,0,0.02,0,0.02,0,0,0,535
0.15,0.29,1.47,0.013,0.003,0.005,0.02,0.038,0.012,0.005,0.027,0,0,0.02,0,0.02,0,0,0,538
0.14,0.27,1.46,0.012,0.003,0.005,0.02,0.038,0.014,0.005,0.047,0,0,0.02,0,0,0,0,0,552
0.045,0.55,1.41,0.013,0.015,0.01,0.02,0.039,0.0067,0.005,0.06,0,0,0.02,0,0.02,0,0,0,477
0.045,0.5,1.4,0.015,0.012,0.01,0.02,0.037,0.0065,0.005,0.005,0,0.012,0.02,0,0.02,0,0,0,428
0.046,0.53,1.37,0.012,0.014,0.01,0.02,0.038,0.0065,0.005,0.06,0,0,0.02,0,0.02,0,0,0,435
0.048,0.5,1.4,0.015,0.013,0.01,0.02,0.034,0.0067,0.005,0.005,0,0.011,0.02,0,0.02,0,0,0,393
0.06,0.39,1.58,0.018,0.015,0.01,0.02,0.005,0.007,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,478
0.062,0.34,1.5,0.012,0.006,0.02,0.07,0.029,0.016,0.005,0.12,0,0,0.07,0,0.07,0,0,0,669
0.063,0.34,1.56,0.012,0.006,0.02,0.07,0.035,0.017,0.005,0.12,0,0,0.07,0,0.07,0,0,0,665
0.07,0.43,1.46,0.019,0.021,0.01,0.02,0.006,0.008,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,469
0.08,0.4,1.4,0.014,0.016,0.01,0.02,0.005,0.018,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,508
0.08,0.42,1.45,0.015,0.012,0,0.02,0.035,0.012,0.005,0.09,0,0,0,0,0.02,0,0,0,484
0.08,0.4,1.45,0.015,0.016,0,0.26,0.038,0.0067,0.005,0.09,0,0.011,0,0,0.26,0,0,0,467
0.08,0.35,1.43,0.015,0.005,0,0.26,0.034,0.0069,0.005,0.13,0,0,0,0,0.35,0,0,0,535
0.084,0.21,1.42,0.005,0.002,0.005,0.02,0.031,0.0047,0.005,0.05,0,0,0.02,0,0.02,0,0,0,450
0.09,0.39,1.44,0.014,0.014,0,0.26,0.039,0.0085,0.005,0.09,0,0,0,0,0.26,0,0,0,530
0.09,0.4,1.48,0.015,0.007,0,0.26,0.037,0.0084,0.005,0.09,0,0.011,0,0,0.25,0,0,0,472
0.09,0.2,1.41,0.006,0.004,0.005,0.02,0.032,0.007,0.005,0.005,0,0,0.02,0,0.02,0,0,0,448
0.09,0.35,1.42,0.016,0.015,0,0.26,0.038,0.0084,0.005,0.13,0,0.021,0,0,0.36,0,0,0,495
0.09,0.35,1.42,0.016,0.014,0,0.26,0.036,0.0087,0.005,0.13,0,0.021,0,0,0.36,0,0,0,488
0.09,0.34,1.41,0.015,0.001,0,0.26,0.035,0.0089,0.005,0.11,0,0,0,0,0.35,0,0,0,518
0.095,0.21,1.4,0.006,0.002,0.005,0.02,0.03,0.005,0.005,0.11,0,0,0.02,0,0.02,0,0,0,493
0.1,0.25,1.41,0.011,0.003,0,0.02,0.032,0.0055,0.005,0.029,0,0,0,0,0.02,0,0,0,464
0.1,0.26,1.45,0.011,0.003,0,0.016,0.025,0.0052,0.005,0.054,0,0,0,0,0.02,0,0,0,479
0.1,0.41,1.43,0.015,0.012,0,0.02,0.035,0.012,0.005,0.07,0,0,0,0,0.02,0,0,0,501
0.1,0.42,1.43,0.015,0.011,0,0.02,0.034,0.011,0.005,0.07,0,0,0,0,0.02,0,0,0,502
0.1,0.4,1.45,0.015,0.015,0,0.26,0.037,0.0057,0.005,0.09,0,0.02,0,0,0.26,0,0,0,489
0.1,0.35,1.45,0.015,0.015,0,0.26,0.039,0.0057,0.005,0.13,0,0.011,0,0,0.36,0,0,0,530
0.1,0.35,1.43,0.013,0.013,0,0.26,0.037,0.0053,0.005,0.13,0,0,0,0,0.36,0,0,0,550
0.1,0.36,1.43,0.014,0.005,0,0.26,0.037,0.0088,0.005,0.13,0,0,0,0,0.36,0,0,0,569
0.11,0.26,1.4,0.009,0.003,0,0.02,0.03,0.009,0.005,0.028,0,0,0,0,0.02,0,0,0,486
0.11,0.42,1.39,0.015,0.012,0,0.02,0.036,0.0046,0.005,0.08,0,0,0,0,0.02,0,0,0,480
0.11,0.42,1.46,0.015,0.013,0,0.02,0.039,0.0059,0.005,0.08,0,0.011,0,0,0.02,0,0,0,478
0.11,0.41,1.37,0.015,0.012,0,0.02,0.037,0.0045,0.005,0.08,0,0,0,0,0.02,0,0,0,481
0.11,0.42,1.43,0.014,0.013,0,0.02,0.038,0.0051,0.005,0.08,0,0.011,0,0,0.02,0,0,0,473
0.11,0.39,1.4,0.012,0.014,0,0.02,0.039,0.0058,0.005,0.09,0,0.011,0,0,0.02,0,0,0,475
0.12,0.4,1.39,0.019,0.014,0.01,0.02,0.005,0.0039,0.005,0.03,0.0005,0.005,0.02,0,0.02,0,0,0,499
0.12,0.39,1.4,0.014,0.02,0.01,0.02,0.005,0.008,0.005,0.07,0.0005,0.005,0.02,0,0.02,0,0,0,522
0.12,0.42,1.48,0.023,0.021,0.01,0.02,0.005,0.021,0.005,0.07,0.0005,0.005,0.02,0,0.02,0,0,0,598
0.12,0.4,1.4,0.017,0.019,0.01,0.02,0.005,0.018,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,601
0.12,0.43,1.4,0.015,0.004,0,0.02,0.035,0.0043,0.005,0.08,0,0,0,0,0.02,0,0,0,498
0.12,0.42,1.37,0.015,0.004,0,0.02,0.034,0.0041,0.005,0.08,0,0,0,0,0.02,0,0,0,506
0.14,0.26,1.43,0.011,0.003,0,0.02,0.029,0.005,0.005,0.05,0,0,0,0,0.02,0,0,0,512
0.14,0.27,1.46,0.012,0.003,0.005,0.02,0.038,0.014,0.005,0.047,0,0,0.02,0,0.02,0,0,0,552
0.15,0.29,1.47,0.013,0.003,0.005,0.02,0.038,0.012,0.005,0.027,0,0,0.02,0,0.02,0,0,0,538
0.15,0.4,1.41,0.023,0.02,0.01,0.02,0.04,0.024,0.005,0.11,0.0005,0.005,0.02,0,0.02,0,0,0,601
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.04,0.0051,0.005,0.026,0,0,0.02,0,0.02,0,0,0,521
0.16,0.26,1.45,0.011,0.003,0.005,0.02,0.038,0.0056,0.005,0.043,0,0,0.02,0,0.02,0,0,0,535
0.15,0.27,1.36,0.017,0.008,0.003,0.03,0.027,0.01,0.006,0.003,0,0.003,0.04,0,0.01,0,0,0.0054,548
0.15,0.27,1.36,0.017,0.008,0.003,0.03,0.027,0.01,0.006,0.003,0,0.003,0.04,0,0.01,0,0,0.0054,524
0.15,0.27,1.39,0.016,0.008,0.003,0.03,0.028,0.011,0.01,0.003,0,0.003,0.04,0,0.01,0,0,0.0057,542
0.15,0.27,1.39,0.016,0.008,0.003,0.03,0.028,0.011,0.01,0.003,0,0.003,0.04,0,0.01,0,0,0.0057,522
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.01,0,0,0,0,0,0,0,0,0,480
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.01,0,0,0,0,0,0,0,0,0,480
0.071,0.38,1.47,0.01,0.003,0,0,0.063,0.0045,0.01,0,0,0,0,0,0,0,0,0,539
0.071,0.38,1.47,0.01,0.003,0,0,0.063,0.0045,0.01,0,0,0,0,0,0,0,0,0,548
0.071,0.38,1.47,0.01,0.003,0,0,0.063,0.0045,0.01,0,0,0,0,0,0,0,0,0,533
0.079,0.42,1.46,0.01,0.003,0,0,0.034,0.004,0.01,0,0,0.01,0,0,0,0,0,0,548
0.079,0.42,1.46,0.01,0.003,0,0,0.034,0.004,0.01,0,0,0.01,0,0,0,0,0,0,518
0.079,0.42,1.46,0.01,0.003,0,0,0.034,0.004,0.01,0,0,0.01,0,0,0,0,0,0,535
0.07,0.35,1.47,0.01,0.004,0,0.51,0.038,0.0058,0.011,0,0,0.013,0,0,0,0,0,0,484
0.074,0.21,1.44,0.017,0.0017,0,0.52,0.032,0.0015,0.014,0,0,0,0,0,0,0,0,0,496
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.014,0,0,0,0,0,0,0,0,0,480
0.061,0.21,1.45,0.007,0.0017,0,0.52,0.032,0.0021,0.014,0,0,0,0,0,0,0,0,0,476
0.067,0.21,1.44,0.002,0.0017,0,0.49,0.027,0.0013,0.014,0,0,0,0,0,0,0,0,0,480
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.015,0,0,0,0,0,0,0,0,0,504
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,507
0.076,0.2,1.44,0.002,0.004,0,0.51,0.029,0.0013,0.015,0,0,0,0,0,0,0,0,0,485
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,507
0.073,0.03,1.46,0.002,0.0016,0.005,0.005,0.027,0.0014,0.015,0.005,0,0,0.005,0,0,0,0,0,490
0.073,0.03,1.46,0.002,0.0016,0.005,0.005,0.027,0.0014,0.015,0.005,0,0,0.005,0,0,0,0,0,490
0.076,0.2,1.44,0.002,0.004,0,0.51,0.029,0.0013,0.015,0,0,0,0,0,0,0,0,0,485
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,507
0.078,0.21,1.46,0.002,0.0018,0,0.5,0.03,0.0014,0.015,0,0,0,0,0,0,0,0,0,507
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.015,0,0,0,0,0,0,0,0,0,504
0.087,0.18,1.43,0.009,0.005,0,0.52,0.026,0.0077,0.016,0,0,0,0,0,0,0,0,0,492
0.08,0.18,1.44,0.002,0.0018,0,0.52,0.026,0.0018,0.016,0,0,0,0,0,0,0,0,0,487
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.016,0,0,0,0,0,0,0,0,0,499
0.08,0.18,1.44,0.002,0.0018,0,0.52,0.026,0.0018,0.016,0,0,0,0,0,0,0,0,0,487
0.081,0.03,1.46,0.008,0.006,0.005,0.02,0.027,0.0069,0.016,0.008,0,0,0.012,0,0,0,0,0,511
0.081,0.03,1.46,0.008,0.006,0.005,0.016,0.027,0.0069,0.016,0.008,0,0,0.012,0,0,0,0,0,511
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.016,0,0,0,0,0,0,0,0,0,504
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.016,0,0,0,0,0,0,0,0,0,504
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.016,0,0,0,0,0,0,0,0,0,499
0.087,0.18,1.43,0.009,0.005,0,0.52,0.026,0.0077,0.016,0,0,0,0,0,0,0,0,0,492
0.08,0.2,1.39,0.003,0.0015,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,489
0.078,0.2,1.39,0.003,0.002,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,489
0.078,0.2,1.39,0.003,0.002,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,489
0.08,0.2,1.39,0.003,0.0015,0,0.49,0.034,0.0025,0.017,0,0,0,0,0,0,0,0,0,489
0.083,0.22,1.47,0.003,0.006,0,0.5,0.03,0.0045,0.018,0,0,0,0,0,0,0,0,0,487
0.092,0.22,1.45,0.017,0.005,0,0.5,0.03,0.0042,0.018,0,0,0,0,0,0,0,0,0,501
0.081,0.21,1.45,0.009,0.006,0,0.51,0.03,0.0044,0.018,0,0,0,0,0,0,0,0,0,498
0.16,0.35,1.07,0.014,0.002,0.002,0.018,0.038,0.007,0.019,0.002,0.0002,0.001,0.014,0,0.013,0,0,0,523
0.091,0.21,1.43,0.016,0.004,0,0.52,0.037,0.0064,0.019,0,0,0,0,0,0,0,0,0,507
0.07,0.39,1.46,0.011,0.006,0.02,0.07,0.037,0.017,0.019,0.13,0,0.009,0.08,0,0.07,0,0,0,656
0.091,0.21,1.43,0.016,0.004,0,0.52,0.037,0.0064,0.019,0,0,0,0,0,0,0,0,0,507
0.072,0.11,1.45,0.009,0.005,0.15,0.49,0,0.0084,0.02,0,0.0042,0.01,0,0,0,0,0,0,574
0.066,0.37,1.44,0.009,0.004,0,0.51,0.068,0.0049,0.02,0,0,0.013,0,0,0,0,0,0,489
0.069,0.11,1.46,0.009,0.003,0,0.51,0.007,0.006,0.02,0,0.0023,0.011,0,0,0,0,0,0,504
0.078,0.08,1.45,0.009,0.003,0.14,0.5,0.006,0.0071,0.02,0,0.0025,0.011,0,0,0,0,0,0,547
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.02,0,0,0,0,0,0,0,0,0,499
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.02,0,0,0,0,0,0,0,0,0,504
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.02,0,0,0,0,0,0,0,0,0,504
0.065,0.31,1.43,0.009,0.005,0,0.5,0.039,0.002,0.02,0,0,0,0,0,0,0,0,0,489
0.062,0.44,1.46,0.013,0.007,0.02,0.09,0.027,0.015,0.02,0.11,0,0,0.07,0,0.07,0,0,0,614
0.065,0.31,1.43,0.009,0.005,0,0.5,0.039,0.002,0.02,0,0,0,0,0,0,0,0,0,489
0.065,0.45,1.43,0.013,0.007,0.02,0.09,0.027,0.015,0.02,0.11,0,0,0.07,0,0.07,0,0,0,613
0.065,0.37,1.32,0.013,0.006,0.02,0.07,0.026,0.015,0.02,0.12,0,0,0.07,0,0.07,0,0,0,639
0.065,0.35,1.35,0.013,0.006,0.02,0.07,0.022,0.015,0.02,0.12,0,0,0.08,0,0.07,0,0,0,664
0.066,0.38,1.45,0.012,0.006,0.02,0.07,0.037,0.017,0.02,0.13,0,0.009,0.08,0,0.07,0,0,0,615
0.067,0.39,1.37,0.013,0.005,0.03,0.08,0.022,0.018,0.02,0.11,0,0,0.1,0,0.07,0,0,0,601
0.08,0.21,1.45,0.002,0.0019,0,0.5,0.028,0.0012,0.02,0,0,0,0,0,0,0,0,0,504
0.083,0.21,1.46,0.002,0.0017,0,0.51,0.027,0.0016,0.02,0,0,0,0,0,0,0,0,0,504
0.084,0.22,1.45,0.002,0.0017,0,0.51,0.027,0.0014,0.02,0,0,0,0,0,0,0,0,0,499
0.14,0.4,1.36,0.013,0.008,0.002,0.019,0.027,0.004,0.021,0.004,0.0001,0.019,0.024,0,0.01,0,0,0,510
0.074,0.38,1.47,0.01,0.003,0,0.51,0.038,0.0061,0.021,0,0,0.012,0,0,0,0,0,0,492
0.075,0.11,1.49,0.01,0.003,0,0.51,0.034,0.0051,0.021,0,0,0.013,0,0,0,0,0,0,472
0.077,0.37,1.45,0.009,0.004,0,0.5,0.042,0.0031,0.021,0,0,0.013,0,0,0,0,0,0,529
0.07,0.11,1.45,0.01,0.004,0,0.5,0.064,0.0037,0.021,0,0,0.013,0,0,0,0,0,0,499
0.07,0.36,1.47,0.01,0.004,0,0.51,0.038,0.0058,0.021,0,0,0.014,0,0,0,0,0,0,490
0.094,0.2,1.41,0.003,0.004,0,0.51,0.041,0.0058,0.021,0,0,0,0,0,0,0,0,0,499
0.076,0.31,1.44,0.011,0.006,0,0.02,0.042,0.0047,0.021,0,0,0.01,0,0,0,0,0,0,468
0.08,0.3,1.4,0.011,0.005,0,0.02,0.036,0.0088,0.021,0,0,0.01,0,0,0,0,0,0,472
0.075,0.3,1.44,0.01,0.004,0,0.02,0.041,0.0006,0.021,0,0,0.009,0,0,0,0,0,0,476
0.078,0.3,1.45,0.01,0.006,0,0.02,0.039,0.0024,0.021,0,0,0.009,0,0,0,0,0,0,468
0.077,0.32,1.45,0.01,0.006,0,0.5,0.037,0.0006,0.021,0,0,0,0,0,0,0,0,0,509
0.071,0.31,1.54,0.01,0.006,0,0.5,0.036,0.004,0.021,0,0,0,0,0,0,0,0,0,504
0.078,0.34,1.44,0.01,0.006,0,0.5,0.035,0.0088,0.021,0,0,0,0,0,0,0,0,0,504
0.085,0.21,1.44,0.012,0.005,0,0.51,0.035,0.0059,0.021,0,0,0,0,0,0,0,0,0,506
0.085,0.22,1.45,0.005,0.005,0,0.52,0.029,0.0054,0.021,0,0,0,0,0,0,0,0,0,493
0.091,0.2,1.44,0.007,0.006,0,0.52,0.033,0.0062,0.021,0,0,0,0,0,0,0,0,0,498
0.076,0.2,1.42,0.003,0.003,0,0.52,0.036,0.0062,0.021,0,0,0,0,0,0,0,0,0,488
0.071,0.35,1.44,0.008,0.003,0,0.5,0.032,0.004,0.021,0,0,0.012,0,0,0,0,0,0,486
0.083,0.35,1.44,0.007,0.003,0,0.5,0.032,0.0076,0.021,0,0,0.01,0,0,0,0,0,0,507
0.063,0.39,1.48,0.012,0.005,0.02,0.07,0.041,0.017,0.021,0.13,0,0.01,0.08,0,0.07,0,0,0,619
0.063,0.35,1.45,0.009,0.003,0,0.5,0.034,0.0052,0.021,0,0,0.012,0,0,0,0,0,0,472
0.064,0.45,1.46,0.012,0.007,0.02,0.09,0.031,0.015,0.021,0.11,0,0,0.07,0,0.07,0,0,0,622
0.065,0.38,1.39,0.013,0.006,0.02,0.07,0.029,0.015,0.021,0.12,0,0,0.08,0,0.07,0,0,0,723
0.065,0.36,1.45,0.009,0.003,0,0.5,0.034,0.0038,0.021,0,0,0.012,0,0,0,0,0,0,507
0.067,0.4,1.44,0.013,0.005,0.03,0.08,0.025,0.018,0.021,0.11,0,0,0.1,0,0.07,0,0,0,656
0.071,0.31,1.54,0.01,0.006,0,0.5,0.036,0.004,0.021,0,0,0,0,0,0,0,0,0,504
0.075,0.3,1.44,0.01,0.004,0,0.02,0.041,0.0006,0.021,0,0,0.009,0,0,0,0,0,0,476
0.076,0.31,1.44,0.011,0.006,0,0.02,0.042,0.0047,0.021,0,0,0.01,0,0,0,0,0,0,468
0.076,0.2,1.42,0.003,0.003,0,0.52,0.036,0.0062,0.021,0,0,0,0,0,0,0,0,0,488
0.077,0.32,1.45,0.01,0.006,0,0.5,0.037,0.0006,0.021,0,0,0,0,0,0,0,0,0,509
