C,Si,Mn,P,S,Mo,Ni,Al,N,Nb,V,B,Ti,Cr,Ce,Cu,Ca,Zr,O,UTS
0.078,0.3,1.45,0.01,0.006,0,0.02,0.039,0.0024,0.021,0,0,0.009,0,0,0,0,0,0,468
0.078,0.34,1.44,0.01,0.006,0,0.5,0.035,0.0088,0.021,0,0,0,0,0,0,0,0,0,504
0.08,0.3,1.4,0.011,0.005,0,0.02,0.036,0.0088,0.021,0,0,0.01,0,0,0,0,0,0,472
0.085,0.21,1.44,0.012,0.005,0,0.51,0.035,0.0059,0.021,0,0,0,0,0,0,0,0,0,506
0.085,0.22,1.45,0.005,0.005,0,0.52,0.029,0.0054,0.021,0,0,0,0,0,0,0,0,0,493
0.091,0.2,1.44,0.007,0.006,0,0.52,0.033,0.0062,0.021,0,0,0,0,0,0,0,0,0,498
0.094,0.2,1.41,0.003,0.004,0,0.51,0.041,0.0058,0.021,0,0,0,0,0,0,0,0,0,499
0.12,0.41,1.41,0.012,0.009,0.002,0.019,0.039,0.004,0.022,0.003,0.0002,0.018,0.019,0,0.012,0,0,0,556
0.1,0.21,1.48,0.016,0.007,0,0.51,0.033,0.0078,0.022,0,0,0,0,0,0,0,0,0,519
0.095,0.21,1.48,0.027,0.006,0,0.52,0.036,0.0063,0.022,0,0,0,0,0,0,0,0,0,507
0.077,0.32,1.44,0.013,0.003,0,0,0.034,0.0042,0.022,0.05,0,0,0,0,0.15,0,0,0,548
0.061,0.35,1.45,0.008,0.003,0,0.5,0.035,0.0038,0.022,0,0,0.011,0,0,0,0,0,0,477
0.071,0.35,1.45,0.008,0.003,0,0.51,0.036,0.0055,0.022,0,0,0.011,0,0,0,0,0,0,495
0.072,0.35,1.45,0.007,0.004,0,0.51,0.036,0.0036,0.022,0,0,0.012,0,0,0,0,0,0,513
0.075,0.34,1.45,0.008,0.003,0,0.5,0.032,0.0049,0.022,0,0,0.011,0,0,0,0,0,0,565
0.095,0.21,1.48,0.027,0.006,0,0.52,0.036,0.0063,0.022,0,0,0,0,0,0,0,0,0,507
0.1,0.21,1.48,0.016,0.007,0,0.51,0.033,0.0078,0.022,0,0,0,0,0,0,0,0,0,519
0.061,0.29,1.45,0.013,0.003,0,0.16,0.037,0.0047,0.023,0.05,0,0,0,0,0.15,0,0,0,530
0.067,0.29,1.45,0.01,0.003,0,0.16,0.04,0.0034,0.023,0.05,0,0,0,0,0,0,0,0,530
0.073,0.31,1.43,0.013,0.003,0.2,0,0.038,0.0053,0.023,0,0,0,0,0,0,0,0,0,558
0.06,0.35,1.45,0.008,0.003,0,0.51,0.035,0.0037,0.023,0,0,0.011,0,0,0,0,0,0,558
0.15,0.3,1.39,0.016,0.024,0,0,0,0.005,0.024,0,0,0,0,0,0,0,0,0,605
0.15,0.3,1.39,0.016,0.024,0,0,0,0.005,0.024,0,0,0,0,0,0,0,0,0,584
0.15,0.3,1.39,0.016,0.024,0,0,0,0.005,0.024,0,0,0,0,0,0,0,0,0,549
0.15,0.3,1.39,0.016,0.024,0,0,0,0.005,0.024,0,0,0,0,0,0,0,0,0,598
0.15,0.3,1.39,0.016,0.024,0,0,0,0.005,0.024,0,0,0,0,0,0,0,0,0,623
0.15,0.3,1.39,0.016,0.024,0,0,0,0.005,0.024,0,0,0,0,0,0,0,0,0,638
0.091,0.31,1.43,0,0.001,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,600
0.21,0.146,1.35,0.03,0.033,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,647.46
0.081,0.32,1.37,0.012,0.003,0,0,0.039,0.0047,0.025,0,0,0,0,0,0.02,0,0,0,479
0.097,0.33,1.38,0.01,0.003,0,0,0.039,0.0047,0.025,0,0,0,0,0,0.02,0,0,0,479
0.08,0.3,1.4,0.01,0.005,0,0,0.04,0.0048,0.025,0,0,0,0,0,0.02,0,0,0,473
0.092,0.29,1.41,0.015,0.004,0.21,0.3,0.029,0.009,0.025,0.05,0,0.0005,0,0,0,0,0,0,594
0.08,0.3,1.4,0.01,0.005,0,0,0.04,0.0048,0.025,0,0,0,0,0,0.02,0,0,0,473
0.081,0.32,1.37,0.012,0.003,0,0,0.039,0.0047,0.025,0,0,0,0,0,0.02,0,0,0,479
0.097,0.33,1.38,0.01,0.003,0,0,0.039,0.0047,0.025,0,0,0,0,0,0.02,0,0,0,479
0.15,0.4,1.37,0.02,0.007,0.002,0.02,0.033,0.004,0.026,0.002,0.0002,0.002,0.02,0,0.017,0,0,0,548
0.09,0.33,1.39,0.011,0.002,0,0,0.04,0.0049,0.026,0,0,0,0,0,0.02,0,0,0,493
0.092,0.31,1.39,0.011,0.002,0,0,0.04,0.0036,0.026,0,0,0,0,0,0.02,0,0,0,498
0.1,0.3,1.46,0.014,0.003,0,0.7,0.026,0.005,0.026,0.05,0,0.001,0,0,0.3,0,0,0,602
0.1,0.3,1.46,0.015,0.003,0,0.31,0.031,0.006,0.026,0.05,0,0.0005,0,0,0,0,0,0,563
0.097,0.3,1.45,0.014,0.004,0,0.42,0.03,0.007,0.026,0.05,0,0.0005,0,0,0.31,0,0,0,566
0.079,0.29,1.59,0.014,0.004,0,0.41,0.028,0.006,0.026,0.05,0,0.0005,0,0,0,0,0,0,550
0.1,0.31,1.46,0.015,0.002,0.08,0.31,0.025,0.005,0.026,0.05,0,0.0005,0,0,0,0,0,0,584
0.071,0.43,1.49,0.009,0.006,0.02,0.08,0.026,0.0089,0.026,0.12,0,0,0.07,0,0.07,0,0,0,678
0.09,0.33,1.39,0.011,0.002,0,0,0.04,0.0049,0.026,0,0,0,0,0,0.02,0,0,0,493
0.092,0.31,1.39,0.011,0.002,0,0,0.04,0.0036,0.026,0,0,0,0,0,0.02,0,0,0,498
0.15,0.38,1.41,0.013,0.013,0.002,0.023,0.041,0.005,0.027,0.002,0.0003,0.002,0.023,0,0.013,0,0,0,563
0.09,0.3,1.39,0.011,0.002,0,0,0.041,0.0061,0.027,0,0,0,0,0,0.02,0,0,0,490
0.097,0.31,1.39,0.01,0.002,0,0,0.04,0.0054,0.027,0,0,0,0,0,0.26,0,0,0,504
0.073,0.29,1.45,0.014,0.004,0,0.41,0.028,0.01,0.027,0.05,0,0.0005,0,0,0,0,0,0,529
0.09,0.3,1.39,0.011,0.002,0,0,0.041,0.0061,0.027,0,0,0,0,0,0.02,0,0,0,490
0.097,0.31,1.39,0.01,0.002,0,0,0.04,0.0054,0.027,0,0,0,0,0,0.26,0,0,0,504
0.15,0.29,1.23,0.017,0.008,0.003,0.02,0.014,0.011,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0077,552
0.15,0.29,1.25,0.018,0.008,0.003,0.02,0.016,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0066,549
0.15,0.29,1.23,0.018,0.008,0.003,0.02,0.015,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0069,546
0.15,0.29,1.23,0.017,0.008,0.003,0.02,0.014,0.011,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0077,522
0.15,0.29,1.25,0.018,0.008,0.003,0.02,0.016,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0066,520
0.15,0.29,1.23,0.018,0.008,0.003,0.02,0.015,0.01,0.028,0.003,0,0.003,0.01,0,0.01,0,0,0.0069,522
0.16,0.32,1.29,0.018,0.008,0.003,0.02,0.014,0.0097,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0062,561
0.16,0.32,1.29,0.017,0.008,0.003,0.02,0.017,0.0095,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0053,580
0.16,0.32,1.29,0.018,0.008,0.003,0.02,0.014,0.0097,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0062,531
0.16,0.32,1.29,0.017,0.008,0.003,0.02,0.017,0.0095,0.029,0.003,0,0.003,0.01,0,0.01,0,0,0.0053,537
0.084,0.3,1.46,0.014,0.003,0,0.91,0.029,0.005,0.029,0,0,0.0005,0,0,0.3,0,0,0,571
0.061,0.38,1.39,0.012,0.006,0.02,0.08,0.013,0.0089,0.029,0.13,0,0.005,0.07,0,0.07,0,0,0,613
0.062,0.39,1.49,0.012,0.007,0.02,0.08,0.033,0.0075,0.029,0.13,0,0,0.07,0,0.07,0,0,0,692
0.062,0.39,1.44,0.012,0.006,0.02,0.08,0.018,0.0093,0.029,0.13,0,0.005,0.07,0,0.07,0,0,0,646
0.064,0.39,1.51,0.013,0.007,0.02,0.08,0.034,0.0077,0.029,0.14,0,0,0.07,0,0.07,0,0,0,694
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0,0.08,0,0.07,0,0,0,674
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0,0.08,0,0.07,0,0,0,653
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0,0.08,0,0.07,0,0,0,740
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0.007,0.08,0,0.07,0,0,0,599
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0.007,0.08,0,0.07,0,0,0,646
0.06,0.4,1.5,0.015,0.005,0.02,0.07,0.025,0.01,0.03,0.1,0.0003,0.007,0.08,0,0.07,0,0,0,695
0.061,0.48,1.48,0.015,0.005,0.02,0.09,0.035,0.011,0.03,0.11,0.0003,0.003,0.08,0,0.08,0,0,0.007,740
0.061,0.48,1.48,0.015,0.005,0.02,0.09,0.035,0.011,0.03,0.11,0.0003,0.003,0.08,0,0.08,0,0,0.007,653
0.061,0.48,1.48,0.015,0.005,0.02,0.09,0.035,0.011,0.03,0.11,0.0003,0.003,0.08,0,0.08,0,0,0.007,673
0.15,0.26,1.45,0.012,0.003,0.005,0.02,0.038,0.0059,0.03,0.005,0,0,0.02,0,0.02,0,0,0,548
0.091,0.3,1.42,0.013,0.003,0,0.89,0.026,0.006,0.03,0,0,0.002,0,0,0.3,0,0,0,557
0.062,0.4,1.51,0.012,0.007,0.02,0.08,0.033,0.0077,0.03,0.14,0,0,0.07,0,0.07,0,0,0,654
0.065,0.43,1.46,0.011,0.005,0.02,0.06,0.028,0.0088,0.03,0.12,0,0,0.07,0,0.07,0,0,0,675
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,510
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,507
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,521
0.068,0.43,1.23,0.012,0.014,0.005,0.24,0.074,0.0092,0.03,0,0,0,0.52,0,0.35,0,0,0,573
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,523
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,527
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,544
0.11,0.43,1.16,0.012,0.014,0.01,0.24,0.069,0.01,0.03,0,0,0,0.53,0,0.35,0,0,0,592
0.11,0.41,1.43,0.015,0.012,0,0.02,0.039,0.0057,0.03,0.005,0,0,0,0,0.02,0,0,0,519
0.11,0.41,1.4,0.015,0.011,0,0.02,0.038,0.0057,0.03,0.005,0,0,0,0,0.02,0,0,0,494
0.15,0.26,1.45,0.012,0.003,0.005,0.02,0.038,0.0059,0.03,0.005,0,0,0.02,0,0.02,0,0,0,548
0.1,0.19,1.4,0.005,0.002,0,0,0.031,0.004,0.031,0.003,0.0006,0,0,0,0,0,0,0,484
0.1,0.36,1.36,0.011,0.003,0.002,0.019,0.036,0.004,0.031,0.002,0.0001,0.002,0.017,0,0.01,0,0,0,528
0.056,0.51,1.45,0.016,0.005,0.02,0.09,0.022,0.011,0.031,0.11,0.0003,0.008,0.08,0,0.07,0,0,0,695
0.056,0.51,1.45,0.016,0.005,0.02,0.09,0.022,0.011,0.031,0.11,0.0003,0.008,0.08,0,0.07,0,0,0,646
0.056,0.51,1.45,0.016,0.005,0.02,0.09,0.022,0.011,0.031,0.11,0.0003,0.008,0.08,0,0.07,0,0,0,599
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,485
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,409
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,435
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,492
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,495
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,489
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,475
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,467
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,456
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,517
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,514
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,505
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,488
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,481
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,456
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,466
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,475
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,480
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,478
0.1,0.02,0.91,0.011,0.008,0,0,0.04,0.007,0.031,0,0,0.041,0,0,0,0,0.005,0,427
0.1,0.27,1.45,0.011,0.004,0,0.016,0.025,0.0058,0.031,0.005,0,0,0,0,0.02,0,0,0,502
0.094,0.28,1.37,0.015,0.003,0,0.85,0.028,0.004,0.031,0,0,0.011,0,0,0.28,0,0,0,560
0.098,0.45,1.56,0.014,0.002,0,0.31,0.031,0.008,0.031,0.09,0,0.011,0,0,0.3,0,0,0,596
0.062,0.41,1.48,0.012,0.006,0.02,0.08,0.041,0.0087,0.031,0.13,0,0.007,0.07,0,0.07,0,0,0,622
0.1,0.27,1.45,0.011,0.004,0,0.016,0.025,0.0058,0.031,0.005,0,0,0,0,0.02,0,0,0,502
0.1,0.19,1.4,0.005,0.002,0.005,0.02,0.031,0.004,0.031,0.005,0,0,0.02,0,0.02,0,0,0,484
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,551
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,543
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,602
0.14,0.42,1.15,0.012,0.014,0.01,0.24,0.071,0.0084,0.031,0,0,0,0.54,0,0.35,0,0,0,622
0.086,0.32,1.34,0.011,0.0065,0,0,0.035,0.0056,0.032,0,0,0,0,0.015,0,0,0,0,510
0.086,0.32,1.34,0.011,0.0065,0,0,0.035,0.0056,0.032,0,0,0,0,0.015,0,0,0,0,593
0.086,0.32,1.34,0.011,0.0065,0,0,0.035,0.0056,0.032,0,0,0,0,0.015,0,0,0,0,600
0.086,0.32,1.34,0.011,0.0065,0,0,0.035,0.0056,0.032,0,0,0,0,0.015,0,0,0,0,695
0.14,0.25,1.44,0.011,0.003,0,0.016,0.027,0.0049,0.032,0.005,0,0,0,0,0.02,0,0,0,528
0.11,0.29,1.41,0.015,0.003,0,0.3,0.027,0.005,0.032,0.05,0,0.011,0,0,0,0,0,0,546
0.099,0.45,1.56,0.016,0.002,0,0.31,0.03,0.007,0.032,0.09,0,0,0,0,0.3,0,0,0,633
0.12,0.27,1.41,0.014,0.002,0,0.31,0.028,0.008,0.032,0.09,0,0.012,0,0,0,0,0,0,564
0.14,0.25,1.44,0.011,0.003,0,0.016,0.027,0.0049,0.032,0.005,0,0,0,0,0.02,0,0,0,528
0.18,0.49,1.58,0.012,0.002,0.005,0.02,0.06,0.0057,0.032,0,0,0,0.02,0,0.02,0,0,0,583
0.18,0.47,1.57,0.013,0.002,0.005,0.02,0.071,0.0059,0.032,0,0,0,0.02,0,0.02,0,0,0,586
0.11,0.3,1.4,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,525
0.05,0.48,1.35,0.014,0.01,0.01,0.02,0.04,0.0055,0.036,0.005,0,0,0.02,0,0.02,0,0,0,454
0.051,0.5,1.4,0.014,0.011,0.01,0.02,0.04,0.0058,0.036,0.005,0,0,0.02,0,0.02,0,0,0,492
0.025,0.24,1.56,0.002,0.0006,0.32,2.99,0,0.0062,0.039,0.019,0,0,0,0,0,0,0,0,630
0.073,0.39,1.63,0,0,0.2,0,0,0,0.039,0,0,0.014,0.5,0,0,0,0,0,756
0.025,0.24,1.56,0.002,0.0006,0.32,0,0,0.0062,0.04,0.02,0,0,0,0,0,0,0,0.0043,590
0.07,0.25,0.9,0.007,0.0015,0,0.2,0,0.004,0.04,0.04,0,0.015,0,0,0.2,0,0,0.004,630
0.025,0.24,1.56,0.002,0.0006,0.32,0,0,0.0062,0.04,0.02,0,0,0,0,0,0,0,0.0043,590
0.07,0.25,0.9,0.007,0.0015,0,0.2,0,0.004,0.04,0.04,0,0.015,0,0,0.2,0,0,0.004,630
0.07,0.25,1.1,0,0,0,0,0.041,0.003,0.04,0,0,0.02,0,0,0,0,0,0,489
0.07,0.25,1.1,0,0,0,0,0.041,0.003,0.04,0,0,0.02,0,0,0,0,0,0,524
0.07,0.25,1.1,0,0,0,0,0.041,0.003,0.04,0,0,0.02,0,0,0,0,0,0,561
0.07,0.25,1.1,0,0,0,0,0.041,0.003,0.04,0,0,0.02,0,0,0,0,0,0,563
0.07,0.25,1.1,0,0,0,0,0.041,0.003,0.04,0,0,0.02,0,0,0,0,0,0,483
0.07,0.25,1.1,0,0,0,0,0.041,0.003,0.04,0,0,0.02,0,0,0,0,0,0,509
0.1,0.24,1.17,0.01,0.01,0,0,0.04,0,0.04,0.04,0,0.05,0,0,0,0,0,0,543.2
0.16,0.36,1.16,0.014,0.01,0.002,0.02,0.032,0.008,0.042,0.002,0.0001,0.002,0.23,0,0.016,0,0,0,540
0.14,0.32,1.55,0.009,0.016,0,0,0.02,0.0097,0.043,0.1,0,0.023,0,0,0,0,0,0,560
0.076,0.3,1.47,0.014,0.004,0,0.42,0.03,0.006,0.045,0.05,0,0.0005,0,0,0,0,0,0,550
0.089,0.31,1.42,0.016,0.006,0,0.33,0.043,0.007,0.045,0.05,0,0.0005,0,0,0,0,0,0,570
0.16,0.47,1.45,0.015,0.007,0.001,0.02,0.041,0.008,0.046,0.003,0.0002,0.011,0.017,0,0.012,0,0,0,569
0.086,0.3,1.46,0.014,0.002,0,0.42,0.028,0.009,0.046,0.09,0,0,0,0,0,0,0,0,579
0.14,0.3,1.54,0.009,0.02,0,0,0.03,0.0094,0.047,0.092,0,0,0,0,0,0,0,0,596
0.07,0.31,1.36,0,0.005,0.15,0,0,0.009,0.052,0,0,0.01,0,0,0,0,0,0,628
0.079,0.25,1.36,0.008,0.003,0,0,0.03,0.0036,0.059,0,0,0,0,0,0,0,0,0,552
0.06,0,1.5,0,0,0.15,0,0,0,0.08,0,0.001,0.075,0,0,0,0,0,0,882
0.006,0,1.5,0,0,0,0,0,0,0.08,0,0,0.07,0,0,0,0,0,0,673
0.03,0.16,1.49,0.013,0.001,0,0.16,0.024,0.005,0.086,0,0,0.011,0.27,0,0.25,0,0,0,520
0.07,0.14,1.35,0.009,0.003,0,0,0.044,0.007,0.086,0,0,0.047,0,0,0,0,0,0,720
0.12,0.14,1.15,0.01,0.01,0,0,0.02,0,0.1,0,0,0,0,0,0,0,0,0,508.8
0.1,0.08,1.47,0,0,0,0,0,0,0.45,0,0,0.31,0,0,0,0,0,0,676
0.06,0,1.5,0,0,0,0,0,0,0.08,0,0,0.07,0,0,0,0,0,0,673
0.117,0.057,1.571,0.009,0.005,0.21,0.03,0.068,0.0046,0.05,0.06,0.002,0.003,0.5,0,0,0,0,0,894
0.117,0.057,1.571,0.009,0.005,0.21,0.03,0.068,0.0046,0.05,0.06,0.002,0.003,0.5,0,0,0,0,0,980
0.119,0.047,1.595,0.011,0.006,0.21,0.038,0.029,0.0055,0.05,0.06,0.002,0.028,0.5,0,0,0,0,0,802
0.119,0.047,1.595,0.011,0.006,0.21,0.038,0.029,0.0055,0.05,0.06,0.002,0.028,0.5,0,0,0,0,0,1103
0.06,0.22,1.72,0.01,0.002,0.16,0.21,0.025,0.008,0.038,0.015,0,0.004,0.05,0,0.18,0,0,0,649
0.06,0.2,1.75,0.01,0.006,0.3,0.9,0,0.007,0.045,0.05,0,0.02,0.3,0,0,0,0,0,563
0.03,0.48,1.46,0.01,0.006,0.19,0,0.19,0.003,0.04,0.05,0.002,0.04,0,0,0,0,0,0,696
0.1,0.15,1.25,0.01,0.01,0,0,0.014,0.007,0.05,0,0,0.01,0,0,0,0,0,0,660
0.08,0.3,1.2,0.01,0.007,0.5,3.6,0,0.007,0,0.02,0,0.02,0.3,0,1.8,0,0,0,895
